Ticker SYMBOL,公司代號,公司名稱,產業別,資料季度,錯誤原因
6202.TW,6202,盛群半導體股份有限公司,24,2025Q2,缺少營業收入/收益
6205.TW,6205,詮欣股份有限公司,28,2025Q2,缺少營業收入/收益
6206.TW,6206,飛捷科技股份有限公司,25,2025Q2,缺少營業收入/收益
6209.TW,6209,今國光學工業股份有限公司,26,2025Q2,缺少營業收入/收益
6213.TW,6213,聯茂電子股份有限公司,28,2025Q2,缺少營業收入/收益
6214.TW,6214,精誠資訊股份有限公司,30,2025Q2,缺少營業收入/收益
6215.TW,6215,和椿科技股份有限公司,31,2025Q2,缺少營業收入/收益
6216.TW,6216,居易科技股份有限公司,27,2025Q2,缺少營業收入/收益
6224.TW,6224,聚鼎科技股份有限公司,28,2025Q2,缺少營業收入/收益
6225.TW,6225,天瀚科技股份有限公司,26,2025Q2,缺少營業收入/收益
6226.TW,6226,光鼎電子股份有限公司,26,2025Q2,缺少營業收入/收益
6230.TW,6230,尼得科超眾科技股份有限公司,25,2025Q2,缺少營業收入/收益
6235.TW,6235,華孚科技股份有限公司,25,2025Q2,缺少營業收入/收益
6239.TW,6239,力成科技股份有限公司,24,2025Q2,缺少營業收入/收益
6243.TW,6243,迅杰科技股份有限公司,24,2025Q2,缺少營業收入/收益
6257.TW,6257,矽格股份有限公司,24,2025Q2,缺少營業收入/收益
6269.TW,6269,台郡科技股份有限公司,28,2025Q2,缺少營業收入/收益
6271.TW,6271,同欣電子工業股份有限公司,24,2025Q2,缺少營業收入/收益
6272.TW,6272,驊陞科技股份有限公司,28,2025Q2,缺少營業收入/收益
6277.TW,6277,宏正自動科技股份有限公司,25,2025Q2,缺少營業收入/收益
6278.TW,6278,台灣表面黏著科技股份有限公司,26,2025Q2,缺少營業收入/收益
6281.TW,6281,全國電子股份有限公司,29,2025Q2,缺少營業收入/收益
6282.TW,6282,康舒科技股份有限公司,28,2025Q2,缺少營業收入/收益
6283.TW,6283,淳安電子股份有限公司,31,2025Q2,缺少營業收入/收益
6285.TW,6285,啟碁科技股份有限公司,27,2025Q2,缺少營業收入/收益
6405.TW,6405,悅城科技股份有限公司,26,2025Q2,缺少營業收入/收益
6409.TW,6409,旭隼科技股份有限公司,31,2025Q2,缺少營業收入/收益
6412.TW,6412,群光電能科技股份有限公司,28,2025Q2,缺少營業收入/收益
6414.TW,6414,樺漢科技股份有限公司,25,2025Q2,缺少營業收入/收益
6415.TW,6415,矽力杰股份有限公司,24,2025Q2,缺少營業收入/收益
6416.TW,6416,瑞祺電通股份有限公司,27,2025Q2,缺少營業收入/收益
6426.TW,6426,統新光訊股份有限公司,27,2025Q2,缺少營業收入/收益
6431.TW,6431,光麗生技控股股份有限公司,22,2025Q2,缺少營業收入/收益
6438.TW,6438,迅得機械股份有限公司,31,2025Q2,缺少營業收入/收益
6442.TW,6442,光紅建聖股份有限公司,27,2025Q2,缺少營業收入/收益
6443.TW,6443,元晶太陽能科技股份有限公司,26,2025Q2,缺少營業收入/收益
6446.TW,6446,藥華醫藥股份有限公司,22,2025Q2,缺少營業收入/收益
6449.TW,6449,鈺邦科技股份有限公司,28,2025Q2,缺少營業收入/收益
6451.TW,6451,訊芯科技控股股份有限公司,24,2025Q2,缺少營業收入/收益
6456.TW,6456,GIS Holding Limited,26,2025Q2,缺少營業收入/收益
6464.TW,6464,台灣數位光訊科技股份有限公司,20,2025Q2,缺少營業收入/收益
6472.TW,6472,保瑞藥業股份有限公司,22,2025Q2,缺少營業收入/收益
6477.TW,6477,安集科技股份有限公司,26,2025Q2,缺少營業收入/收益
6491.TW,6491,晶碩光學股份有限公司,22,2025Q2,缺少營業收入/收益
6504.TW,6504,南六企業股份有限公司,20,2025Q2,缺少營業收入/收益
6505.TW,6505,台塑石化股份有限公司,23,2025Q2,缺少營業收入/收益
6515.TW,6515,穎崴科技股份有限公司,24,2025Q2,缺少營業收入/收益
6525.TW,6525,捷敏股份有限公司,24,2025Q2,缺少營業收入/收益
6526.TW,6526,達發科技股份有限公司,24,2025Q2,缺少營業收入/收益
6531.TW,6531,愛普科技股份有限公司,24,2025Q2,缺少營業收入/收益
6533.TW,6533,晶心科技股份有限公司,24,2025Q2,缺少營業收入/收益
6534.TW,6534,正瀚生技股份有限公司,22,2025Q2,缺少營業收入/收益
6541.TW,6541,泰福生技股份有限公司,22,2025Q2,缺少營業收入/收益
6550.TW,6550,北極星藥業集團股份有限公司,22,2025Q2,缺少營業收入/收益
6552.TW,6552,易華電子股份有限公司,24,2025Q2,缺少營業收入/收益
6558.TW,6558,興能高科技股份有限公司,31,2025Q2,缺少營業收入/收益
6573.TW,6573,虹揚發展科技股份有限公司,24,2025Q2,缺少營業收入/收益
6579.TW,6579,研揚科技股份有限公司,25,2025Q2,缺少營業收入/收益
6581.TW,6581,台灣鋼聯股份有限公司,35,2025Q2,缺少營業收入/收益
6582.TW,6582,申豐特用應材股份有限公司,11,2025Q2,缺少營業收入/收益
6585.TW,6585,鼎基先進材料股份有限公司,20,2025Q2,缺少營業收入/收益
6589.TW,6589,台康生技股份有限公司,22,2025Q2,缺少營業收入/收益
6591.TW,6591,動力科技股份有限公司,25,2025Q2,缺少營業收入/收益
6592.TW,6592,和潤企業股份有限公司,20,2025Q2,缺少營業收入/收益
6598.TW,6598,Applied BioCode Corporation,22,2025Q2,缺少營業收入/收益
6605.TW,6605,帝寶工業股份有限公司,12,2025Q2,缺少營業收入/收益
6606.TW,6606,建德工業股份有限公司,05,2025Q2,缺少營業收入/收益
6614.TW,6614,資拓宏宇國際股份有限公司,36,2025Q2,缺少營業收入/收益
6625.TW,6625,必應創造股份有限公司,20,2025Q2,缺少營業收入/收益
6641.TW,6641,基士德科技股份有限公司,35,2025Q2,缺少營業收入/收益
6645.TW,6645,金萬林企業股份有限公司,22,2025Q2,缺少營業收入/收益
6655.TW,6655,科定企業股份有限公司,20,2025Q2,缺少營業收入/收益
6657.TW,6657,華安醫學股份有限公司,22,2025Q2,缺少營業收入/收益
6658.TW,6658,聯策科技股份有限公司,31,2025Q2,缺少營業收入/收益
6666.TW,6666,羅麗芬控股股份有限公司,22,2025Q2,缺少營業收入/收益
6668.TW,6668,中揚光電股份有限公司,26,2025Q2,缺少營業收入/收益
6669.TW,6669,緯穎科技服務股份有限公司,25,2025Q2,缺少營業收入/收益
6670.TW,6670,復盛應用科技股份有限公司,37,2025Q2,缺少營業收入/收益
6671.TW,6671,三能集團控股股份有限公司,38,2025Q2,缺少營業收入/收益
6672.TW,6672,騰輝電子國際集團股份有限公司,28,2025Q2,缺少營業收入/收益
6674.TW,6674,鋐寶科技股份有限公司,27,2025Q2,缺少營業收入/收益
6689.TW,6689,伊雲谷數位科技股份有限公司,36,2025Q2,缺少營業收入/收益
6691.TW,6691,洋基工程股份有限公司,31,2025Q2,缺少營業收入/收益
6695.TW,6695,芯鼎科技股份有限公司,24,2025Q2,缺少營業收入/收益
6698.TW,6698,旭暉應用材料股份有限公司,31,2025Q2,缺少營業收入/收益
6706.TW,6706,惠特科技股份有限公司,26,2025Q2,缺少營業收入/收益
6715.TW,6715,嘉基科技股份有限公司,28,2025Q2,缺少營業收入/收益
6719.TW,6719,力智電子股份有限公司,24,2025Q2,缺少營業收入/收益
6722.TW,6722,輝創電子股份有限公司,31,2025Q2,缺少營業收入/收益
6742.TW,6742,澤米科技股份有限公司,26,2025Q2,缺少營業收入/收益
6743.TW,6743,安普新股份有限公司,31,2025Q2,缺少營業收入/收益
6753.TW,6753,龍德造船工業股份有限公司,15,2025Q2,缺少營業收入/收益
6754.TW,6754,匯僑室內裝修設計股份有限公司,38,2025Q2,缺少營業收入/收益
6756.TW,6756,威鋒電子股份有限公司,24,2025Q2,缺少營業收入/收益
6757.TW,6757,台灣虎航股份有限公司,15,2025Q2,缺少營業收入/收益
6768.TW,6768,志強國際企業股份有限公司,37,2025Q2,缺少營業收入/收益
6770.TW,6770,力晶積成電子製造股份有限公司,24,2025Q2,缺少營業收入/收益
6771.TW,6771,平和環保科技股份有限公司,35,2025Q2,缺少營業收入/收益
6776.TW,6776,展碁國際股份有限公司,29,2025Q2,缺少營業收入/收益
6781.TW,6781,"AES Holding Co., Ltd.",28,2025Q2,缺少營業收入/收益
6782.TW,6782,視陽光學股份有限公司,22,2025Q2,缺少營業收入/收益
6789.TW,6789,采鈺科技股份有限公司,24,2025Q2,缺少營業收入/收益
6790.TW,6790,永豐餘消費品實業股份有限公司,09,2025Q2,缺少營業收入/收益
6792.TW,6792,詠業科技股份有限公司,27,2025Q2,缺少營業收入/收益
6794.TW,6794,向榮生醫科技股份有限公司,22,2025Q2,缺少營業收入/收益
6796.TW,6796,晉弘科技股份有限公司,22,2025Q2,缺少營業收入/收益
6799.TW,6799,來頡科技股份有限公司,24,2025Q2,缺少營業收入/收益
6805.TW,6805,富世達股份有限公司,28,2025Q2,缺少營業收入/收益
6806.TW,6806,森崴能源股份有限公司,35,2025Q2,缺少營業收入/收益
6807.TW,6807,峰源集團股份有限公司,38,2025Q2,缺少營業收入/收益
6830.TW,6830,汎銓科技股份有限公司,31,2025Q2,缺少營業收入/收益
6831.TW,6831,邁&#33834;科技股份有限公司,25,2025Q2,缺少營業收入/收益
6834.TW,6834,天二科技股份有限公司,28,2025Q2,缺少營業收入/收益
6835.TW,6835,圓裕企業股份有限公司,28,2025Q2,缺少營業收入/收益
6838.TW,6838,台新藥股份有限公司,22,2025Q2,缺少營業收入/收益
6854.TW,6854,PlayNitride Inc.,24,2025Q2,缺少營業收入/收益
6861.TW,6861,睿生光電股份有限公司,22,2025Q2,缺少營業收入/收益
6862.TW,6862,三集瑞科技國際集團股份有限公司,28,2025Q2,缺少營業收入/收益
6863.TW,6863,Arizon RFID Technology,27,2025Q2,缺少營業收入/收益
6869.TW,6869,雲豹能源科技股份有限公司,35,2025Q2,缺少營業收入/收益
6873.TW,6873,泓德能源科技股份有限公司,35,2025Q2,缺少營業收入/收益
6885.TW,6885,全福生物科技股份有限公司,22,2025Q2,缺少營業收入/收益
6887.TW,6887,寶綠特資源再生工程股份有限公司,35,2025Q2,缺少營業收入/收益
6890.TW,6890,來億興業股份有限公司,37,2025Q2,缺少營業收入/收益
6901.TW,6901,鑽石生技投資股份有限公司,20,2025Q2,缺少營業收入/收益
6902.TW,6902,走著瞧股份有限公司,36,2025Q2,缺少營業收入/收益
6906.TW,6906,現觀科技股份有限公司,36,2025Q2,缺少營業收入/收益
6908.TW,6908,宏碁遊戲股份有限公司,29,2025Q2,缺少營業收入/收益
6909.TW,6909,創控科技股份有限公司,24,2025Q2,缺少營業收入/收益
6914.TW,6914,阜爾運通股份有限公司,20,2025Q2,缺少營業收入/收益
6916.TW,6916,華凌光電股份有限公司,26,2025Q2,缺少營業收入/收益
6918.TW,6918,愛派司生技股份有限公司,22,2025Q2,缺少營業收入/收益
6919.TW,6919,康霈生技股份有限公司,22,2025Q2,缺少營業收入/收益
6921.TW,6921,嘉雨思科技股份有限公司,24,2025Q2,缺少營業收入/收益
6923.TW,6923,中台資源科技股份有限公司,35,2025Q2,缺少營業收入/收益
6924.TW,6924,榮惠集團(開曼)股份有限公司,28,2025Q2,缺少營業收入/收益
6928.TW,6928,攸泰科技股份有限公司,25,2025Q2,缺少營業收入/收益
6931.TW,6931,青松健康股份有限公司,22,2025Q2,缺少營業收入/收益
6933.TW,6933,艾瑪斯科技控股股份有限公司,25,2025Q2,缺少營業收入/收益
6934.TW,6934,心誠鎂行動醫電股份有限公司,22,2025Q2,缺少營業收入/收益
6936.TW,6936,永鴻國際生技股份有限公司,22,2025Q2,缺少營業收入/收益
6937.TW,6937,天虹科技股份有限公司,24,2025Q2,缺少營業收入/收益
6944.TW,6944,兆聯實業股份有限公司,35,2025Q2,缺少營業收入/收益
6949.TW,6949,沛爾生技醫藥股份有限公司,22,2025Q2,缺少營業收入/收益
6951.TW,6951,青新環境工程股份有限公司,35,2025Q2,缺少營業收入/收益
6952.TW,6952,大武山牧場科技股份有限公司,20,2025Q2,缺少營業收入/收益
6955.TW,6955,邦睿生技股份有限公司,22,2025Q2,缺少營業收入/收益
6957.TW,6957,裕慶金屬股份有限公司,20,2025Q2,缺少營業收入/收益
6958.TW,6958,日盛台駿國際租賃股份有限公司,20,2025Q2,缺少營業收入/收益
6962.TW,6962,ITH Corporation,24,2025Q2,缺少營業收入/收益
6965.TW,6965,中傑投資控股股份有限公司,37,2025Q2,缺少營業收入/收益
6969.TW,6969,成信實業股份有限公司,35,2025Q2,缺少營業收入/收益
6988.TW,6988,威力暘電子股份有限公司,12,2025Q2,缺少營業收入/收益
6994.TW,6994,富威電力股份有限公司,35,2025Q2,缺少營業收入/收益
7610.TW,7610,聯友金屬科技股份有限公司,35,2025Q2,缺少營業收入/收益
7631.TW,7631,聚賢研發股份有限公司,31,2025Q2,缺少營業收入/收益
7705.TW,7705,三商餐飲股份有限公司,16,2025Q2,缺少營業收入/收益
7711.TW,7711,永擎電子股份有限公司,25,2025Q2,缺少營業收入/收益
7721.TW,7721,微程式資訊股份有限公司,36,2025Q2,缺少營業收入/收益
7722.TW,7722,連加網路商業股份有限公司,36,2025Q2,缺少營業收入/收益
7730.TW,7730,暉盛科技股份有限公司,24,2025Q2,缺少營業收入/收益
7732.TW,7732,金興精密工業股份有限公司,12,2025Q2,缺少營業收入/收益
7736.TW,7736,虎山實業股份有限公司,12,2025Q2,缺少營業收入/收益
7740.TW,7740,熙特爾新能源股份有限公司,35,2025Q2,缺少營業收入/收益
7749.TW,7749,意騰科技股份有限公司,24,2025Q2,缺少營業收入/收益
7750.TW,7750,新代科技股份有限公司,05,2025Q2,缺少營業收入/收益
7765.TW,7765,中華資安國際股份有限公司,36,2025Q2,缺少營業收入/收益
7769.TW,7769,鴻勁精密股份有限公司,24,2025Q2,缺少營業收入/收益
7780.TW,7780,大研生醫國際股份有限公司,02,2025Q2,缺少營業收入/收益
7786.TW,7786,東方風能科技股份有限公司,35,2025Q2,缺少營業收入/收益
7788.TW,7788,松川精密股份有限公司,28,2025Q2,缺少營業收入/收益
7791.TW,7791,皇家可口股份有限公司,02,2025Q2,缺少營業收入/收益
7795.TW,7795,長廣精機股份有限公司,28,2025Q2,缺少營業收入/收益
7799.TW,7799,禾榮科技股份有限公司,22,2025Q2,缺少營業收入/收益
7822.TW,7822,倍利科技股份有限公司,24,2025Q2,缺少營業收入/收益
7823.TW,7823,奧義賽博科技股份有限公司,36,2025Q2,缺少營業收入/收益
8011.TW,8011,台通光電股份有限公司,27,2025Q2,缺少營業收入/收益
8016.TW,8016,矽創電子股份有限公司,24,2025Q2,缺少營業收入/收益
8021.TW,8021,尖點科技股份有限公司,31,2025Q2,缺少營業收入/收益
8028.TW,8028,昇陽國際半導體股份有限公司,24,2025Q2,缺少營業收入/收益
8033.TW,8033,雷虎科技股份有限公司,20,2025Q2,缺少營業收入/收益
8039.TW,8039,台虹科技股份有限公司,28,2025Q2,缺少營業收入/收益
8045.TW,8045,達運光電股份有限公司,27,2025Q2,缺少營業收入/收益
8046.TW,8046,南亞電路板股份有限公司,28,2025Q2,缺少營業收入/收益
8070.TW,8070,長華電材股份有限公司,29,2025Q2,缺少營業收入/收益
8072.TW,8072,陞泰科技股份有限公司,29,2025Q2,缺少營業收入/收益
8081.TW,8081,致新科技股份有限公司,24,2025Q2,缺少營業收入/收益
8101.TW,8101,華冠通訊股份有限公司,27,2025Q2,缺少營業收入/收益
8103.TW,8103,瀚荃股份有限公司,28,2025Q2,缺少營業收入/收益
8104.TW,8104,錸寶科技股份有限公司,26,2025Q2,缺少營業收入/收益
8105.TW,8105,凌巨科技股份有限公司,26,2025Q2,缺少營業收入/收益
8110.TW,8110,華東科技股份有限公司,24,2025Q2,缺少營業收入/收益
8112.TW,8112,至上電子股份有限公司,29,2025Q2,缺少營業收入/收益
8114.TW,8114,振樺電子股份有限公司,25,2025Q2,缺少營業收入/收益
8131.TW,8131,福懋科技股份有限公司,24,2025Q2,缺少營業收入/收益
8150.TW,8150,南茂科技股份有限公司,24,2025Q2,缺少營業收入/收益
8162.TW,8162,微矽電子股份有限公司,24,2025Q2,缺少營業收入/收益
8163.TW,8163,達方電子股份有限公司,25,2025Q2,缺少營業收入/收益
8201.TW,8201,無敵科技股份有限公司,31,2025Q2,缺少營業收入/收益
8210.TW,8210,勤誠興業股份有限公司,25,2025Q2,缺少營業收入/收益
8213.TW,8213,志超科技股份有限公司,28,2025Q2,缺少營業收入/收益
8215.TW,8215,明基材料股份有限公司,26,2025Q2,缺少營業收入/收益
8222.TW,8222,寶一科技股份有限公司,05,2025Q2,缺少營業收入/收益
8249.TW,8249,菱光科技股份有限公司,28,2025Q2,缺少營業收入/收益
8261.TW,8261,富鼎先進電子股份有限公司,24,2025Q2,缺少營業收入/收益
8271.TW,8271,宇瞻科技股份有限公司,24,2025Q2,缺少營業收入/收益
8341.TW,8341,日友環保科技股份有限公司,35,2025Q2,缺少營業收入/收益
8367.TW,8367,建新國際股份有限公司,15,2025Q2,缺少營業收入/收益
8374.TW,8374,羅昇企業股份有限公司,05,2025Q2,缺少營業收入/收益
8404.TW,8404,百和興業股份有限公司(開曼),20,2025Q2,缺少營業收入/收益
8411.TW,8411,福貞控股股份有限公司,20,2025Q2,缺少營業收入/收益
8422.TW,8422,可寧衛股份有限公司,35,2025Q2,缺少營業收入/收益
8429.TW,8429,金麗集團控股有限公司,18,2025Q2,缺少營業收入/收益
8438.TW,8438,昶昕實業股份有限公司,35,2025Q2,缺少營業收入/收益
8442.TW,8442,威宏控股股份有限公司,20,2025Q2,缺少營業收入/收益
8443.TW,8443,阿瘦實業股份有限公司,18,2025Q2,缺少營業收入/收益
8454.TW,8454,富邦媒體科技股份有限公司,36,2025Q2,缺少營業收入/收益
8462.TW,8462,柏文健康事業股份有限公司,37,2025Q2,缺少營業收入/收益
8463.TW,8463,潤泰精密材料股份有限公司,20,2025Q2,缺少營業收入/收益
8464.TW,8464,億豐綜合工業股份有限公司,38,2025Q2,缺少營業收入/收益
8466.TW,8466,美吉吉國際股份有限公司,20,2025Q2,缺少營業收入/收益
8467.TW,8467,波力環球企業股份有限公司,37,2025Q2,缺少營業收入/收益
8473.TW,8473,山林水環境工程股份有限公司,35,2025Q2,缺少營業收入/收益
8476.TW,8476,台境企業股份有限公司,35,2025Q2,缺少營業收入/收益
8478.TW,8478,東哥企業股份有限公司,37,2025Q2,缺少營業收入/收益
8481.TW,8481,政伸企業股份有限公司,20,2025Q2,缺少營業收入/收益
8482.TW,8482,商億全球控股有限公司,38,2025Q2,缺少營業收入/收益
8487.TW,8487,愛爾達科技股份有限公司,36,2025Q2,缺少營業收入/收益
8488.TW,8488,吉源控股股份有限公司,20,2025Q2,缺少營業收入/收益
8499.TW,8499,鼎炫投資控股股份有限公司,31,2025Q2,缺少營業收入/收益
8926.TW,8926,台灣汽電共生股份有限公司,23,2025Q2,缺少營業收入/收益
8940.TW,8940,新天地國際實業股份有限公司,16,2025Q2,缺少營業收入/收益
8996.TW,8996,高力熱處理工業股份有限公司,05,2025Q2,缺少營業收入/收益
9103.TW,9103,美德向邦醫療國際股份有限公司,91,2025Q2,缺少營業收入/收益
9105.TW,9105,泰金寶科技股份有限公司,91,2025Q2,缺少營業收入/收益
9110.TW,9110,越南製造加工出口控股有限公司,91,2025Q2,缺少營業收入/收益
9136.TW,9136,巨騰國際控股有限公司,91,2025Q2,缺少營業收入/收益
9802.TW,9802,鈺齊國際股份有限公司,37,2025Q2,缺少營業收入/收益
9902.TW,9902,台火開發股份有限公司,20,2025Q2,缺少營業收入/收益
9904.TW,9904,寶成工業股份有限公司,37,2025Q2,缺少營業收入/收益
9905.TW,9905,大華金屬工業股份有限公司,20,2025Q2,缺少營業收入/收益
9906.TW,9906,欣巴巴事業股份有限公司,14,2025Q2,缺少營業收入/收益
9907.TW,9907,統一實業股份有限公司,20,2025Q2,缺少營業收入/收益
9908.TW,9908,大台北區瓦斯股份有限公司,23,2025Q2,缺少營業收入/收益
9910.TW,9910,豐泰企業股份有限公司,37,2025Q2,缺少營業收入/收益
9911.TW,9911,台灣櫻花股份有限公司,38,2025Q2,缺少營業收入/收益
9912.TW,9912,偉聯科技股份有限公司,25,2025Q2,缺少營業收入/收益
9914.TW,9914,美利達工業股份有限公司,37,2025Q2,缺少營業收入/收益
9917.TW,9917,中興保全科技股份有限公司,20,2025Q2,缺少營業收入/收益
9918.TW,9918,欣欣天然氣股份有限公司,23,2025Q2,缺少營業收入/收益
9919.TW,9919,康那香企業股份有限公司,20,2025Q2,缺少營業收入/收益
9921.TW,9921,巨大機械工業股份有限公司,37,2025Q2,缺少營業收入/收益
9924.TW,9924,台灣福興工業股份有限公司,38,2025Q2,缺少營業收入/收益
9925.TW,9925,台灣新光保全股份有限公司,20,2025Q2,缺少營業收入/收益
9926.TW,9926,新海瓦斯股份有限公司,23,2025Q2,缺少營業收入/收益
9927.TW,9927,泰銘實業股份有限公司,20,2025Q2,缺少營業收入/收益
9928.TW,9928,中國電視事業股份有限公司,20,2025Q2,缺少營業收入/收益
9929.TW,9929,秋雨創新股份有限公司,20,2025Q2,缺少營業收入/收益
9930.TW,9930,中聯資源股份有限公司,35,2025Q2,缺少營業收入/收益
9931.TW,9931,欣高石油氣股份有限公司,23,2025Q2,缺少營業收入/收益
9933.TW,9933,中鼎工程股份有限公司,20,2025Q2,缺少營業收入/收益
9934.TW,9934,成霖企業股份有限公司,38,2025Q2,缺少營業收入/收益
9935.TW,9935,慶豐富實業股份有限公司,38,2025Q2,缺少營業收入/收益
9937.TW,9937,全國加油站股份有限公司,23,2025Q2,缺少營業收入/收益
9938.TW,9938,台灣百和工業股份有限公司,20,2025Q2,缺少營業收入/收益
9939.TW,9939,宏全國際股份有限公司,20,2025Q2,缺少營業收入/收益
9940.TW,9940,信義房屋股份有限公司,20,2025Q2,缺少營業收入/收益
9941.TW,9941,裕融企業股份有限公司,20,2025Q2,缺少營業收入/收益
9942.TW,9942,茂順密封元件科技股份有限公司,20,2025Q2,缺少營業收入/收益
9943.TW,9943,好樂迪股份有限公司,16,2025Q2,缺少營業收入/收益
9944.TW,9944,新麗企業股份有限公司,20,2025Q2,缺少營業收入/收益
9945.TW,9945,潤泰創新國際股份有限公司,20,2025Q2,缺少營業收入/收益
9946.TW,9946,三發地產股份有限公司,14,2025Q2,缺少營業收入/收益
9955.TW,9955,佳龍科技工程股份有限公司,35,2025Q2,缺少營業收入/收益
9958.TW,9958,世紀鋼鐵結構股份有限公司,10,2025Q2,缺少營業收入/收益
1409.TW,1409,新光合成纖維股份有限公司,04,2025Q4,缺少營業收入/收益
1589.TW,1589,永冠能源科技集團有限公司,05,2025Q4,缺少營業收入/收益
1718.TW,1718,中國人造纖維股份有限公司,21,2025Q4,缺少營業收入/收益
2207.TW,2207,和泰汽車股份有限公司,12,2025Q4,缺少營業收入/收益
2801.TW,2801,彰化商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2812.TW,2812,台中商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2816.TW,2816,旺旺友聯產物保險股份有限公司,17,2025Q4,缺少營業收入/收益
2820.TW,2820,中華票券金融股份有限公司,17,2025Q4,缺少營業收入/收益
2832.TW,2832,台灣產物保險股份有限公司,17,2025Q4,缺少營業收入/收益
2834.TW,2834,臺灣中小企業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2836.TW,2836,高雄銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2838.TW,2838,聯邦商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2845.TW,2845,遠東國際商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2849.TW,2849,安泰商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2850.TW,2850,新光產物保險股份有限公司,17,2025Q4,缺少營業收入/收益
2851.TW,2851,中央再保險股份有限公司,17,2025Q4,缺少營業收入/收益
2852.TW,2852,第一產物保險股份有限公司,17,2025Q4,缺少營業收入/收益
2855.TW,2855,統一綜合證券股份有限公司,17,2025Q4,缺少營業收入/收益
2867.TW,2867,三商美邦人壽保險股份有限公司,17,2025Q4,缺少營業收入/收益
2880.TW,2880,華南金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2881.TW,2881,富邦金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2882.TW,2882,國泰金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2883.TW,2883,凱基金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2884.TW,2884,玉山金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2885.TW,2885,元大金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2886.TW,2886,兆豐金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2887.TW,2887,台新新光金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2889.TW,2889,國票金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2890.TW,2890,永豐金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2891.TW,2891,中國信託金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2892.TW,2892,第一金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
2897.TW,2897,王道商業銀行股份有限公司,17,2025Q4,缺少營業收入/收益
2905.TW,2905,三商投資控股股份有限公司,18,2025Q4,缺少營業收入/收益
5876.TW,5876,上海商業儲蓄銀行股份有限公司,17,2025Q4,缺少營業收入/收益
5880.TW,5880,合作金庫金融控股股份有限公司,17,2025Q4,缺少營業收入/收益
6005.TW,6005,群益金鼎證券股份有限公司,17,2025Q4,缺少營業收入/收益
6024.TW,6024,群益期貨股份有限公司,17,2025Q4,缺少營業收入/收益
6919.TW,6919,康霈生技股份有限公司,22,2025Q4,缺少營業收入/收益
9103.TW,9103,美德向邦醫療國際股份有限公司,91,2025Q4,缺少營業收入/收益
9105.TW,9105,泰金寶科技股份有限公司,91,2025Q4,缺少營業收入/收益
9110.TW,9110,越南製造加工出口控股有限公司,91,2025Q4,缺少營業收入/收益
9136.TW,9136,巨騰國際控股有限公司,91,2025Q4,缺少營業收入/收益
1101.TW,1101,臺灣水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1101.TW,1101,臺灣水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1101.TW,1101,臺灣水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1102.TW,1102,亞洲水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1102.TW,1102,亞洲水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1102.TW,1102,亞洲水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1103.TW,1103,嘉新水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1103.TW,1103,嘉新水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1103.TW,1103,嘉新水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1104.TW,1104,環球水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1104.TW,1104,環球水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1104.TW,1104,環球水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1108.TW,1108,幸福水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1108.TW,1108,幸福水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1108.TW,1108,幸福水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1109.TW,1109,信大水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1109.TW,1109,信大水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
1109.TW,1109,信大水泥股份有限公司,01,2026Q1,近一年資料不足，未滿4季
1110.TW,1110,東南水泥股份有限公司,01,2025Q2,近一年資料不足，未滿4季
1110.TW,1110,東南水泥股份有限公司,01,2025Q3,近一年資料不足，未滿4季
